X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
"G_P","PA%",0.04129,0.03388043,0.031659998,0.04129,3.807355,-0.086078845
"ROEr","RBIR",0.04129,0.032756615,0.02106,0.04124,5.0,-0.09237632
"BBr","HBPR",0.0408,0.040030036,0.021820001,0.04072,5.0,-0.027748242
"INTERFERENCE","G_RF",0.04075,0.040384423,0.031130001,0.04075,4.0,0.019120093
"HBPR","CS",0.04061,0.023953086,0.009329999,0.04014,4.9068904,-0.12906167
"1B","TP",0.04056,0.03460363,0.02738,0.04056,3.321928,0.077177525
"TP","OUT",0.04056,0.030595986,0.0265,0.04056,3.321928,0.099819906
"TP","DP%",0.04056,0.037757117,0.03331,0.04056,3.321928,0.05294224
"TP","D_PMLV",0.04056,0.03886265,0.03116,0.04056,3.321928,-0.04119891
"TP","D_VORP",0.04056,0.040558767,0.03319,0.04056,3.321928,0.0011111987
"TP","R3BI%",0.04056,0.0405599,0.0355,0.04056,3.321928,-3.155183E-4
"WP","IBBR",0.04051,0.006387718,0.008579999,0.04036,4.9068904,0.18472217
"G_PR","ROEr",0.0405,0.032352574,0.01877,0.0405,4.321928,0.0902631
"UBBr","END_GAMER",0.04048,0.03987322,0.0121,0.03673,4.9068904,-0.024632849
"3B","BK",0.04039,0.037270058,0.01458,0.03822,4.9068904,0.055856425
"SH","ROEr",0.04036,0.031145006,0.0174,0.04036,4.5849624,0.095994756
"ROOKIE","D_EqA",0.04003,0.03800138,0.03322,0.04003,4.169925,-0.045040194
"IBB","B3R",0.04,0.039838243,0.03261,0.03992,4.9068904,-0.012718356
"ROOKIE","PA_2B",0.03997,0.036904164,0.03457,0.03997,3.5849626,0.055369973
"INTERFERENCE","D_ISO",0.03987,0.03986988,0.03178,0.03987,4.70044,3.494995E-4
"AVG","HBPR",0.03976,0.038310785,0.020019999,0.03873,4.9068904,-0.03806859
"FC","ABR",0.03964,0.036977503,0.013669999,0.03588,4.9068904,0.05159937
"G_P","G_SS",0.03931,0.03408816,0.029120002,0.03931,3.5849626,0.07226231
"PA_SS","G_P",0.03926,0.038123336,0.02926,0.03926,3.5849626,0.033714447
"IBBR","HITR",0.03926,0.038519073,0.0096,0.03166,5.0,0.027219985
"G_PR","HBPR",0.03923,0.03788866,0.0211,0.03923,4.4594316,0.03662432
"2B","G_P",0.03904,0.028137425,0.025279999,0.03904,3.5849626,-0.104415394
"SH","HITR",0.03901,0.038062662,0.01196,0.03894,5.0,0.030778822
"SH","WP",0.0389,0.02891195,0.011609999,0.0389,4.4594316,-0.099940225
"INTERFERENCE","HITR",0.03871,0.038282428,0.029390002,0.03871,4.169925,-0.02067787
"FC","G_PR",0.03867,0.038364846,0.013259999,0.03215,4.9068904,-0.017468648
"G_P","OBI",0.0386,0.028827844,0.025130002,0.0386,3.807355,-0.09885422
"G_P","D_PMLVr",0.03858,0.030638438,0.027120002,0.03858,3.807355,-0.08911544
"TP","SIT_DP",0.03832,0.02908869,0.025820002,0.03832,3.321928,0.096079715
"TP","GB%",0.03832,0.0378534,0.03259,0.03832,3.321928,-0.021600917
"TP","PA%",0.03832,0.029462084,0.02218,0.03832,3.321928,0.0941165
"TP","D_MLV",0.03832,0.03831443,0.03259,0.03832,3.321928,-0.002361037
"TP","PA_ROB",0.03832,0.030657552,0.024890002,0.03832,3.321928,0.08753541
"ROOKIE","SOr",0.0383,0.03339699,0.02976,0.0383,4.5849624,0.070021495
"INTERFERENCE","PA_PH",0.03816,0.035369076,0.02947,0.03816,4.321928,-0.052829213
"ROOKIE","PA_C",0.03806,0.03439464,0.032989997,0.03806,3.5849626,0.060542192
"3B","SHR",0.03801,0.03258789,0.011500001,0.03338,4.9068904,-0.073635
"SF","BK",0.03791,0.015471945,0.01884,0.03791,4.5849624,0.14979337
"HBP","B3R",0.03785,0.037689283,0.02475,0.03756,5.0,-0.012677332
"G_P","R3BI%",0.03765,0.037493553,0.029550001,0.03765,3.807355,-0.012507963
"INTERFERENCE","G_PH",0.03764,0.0348542,0.029000003,0.03764,4.321928,-0.05278068
"G_P","OBP",0.03731,0.025107354,0.02221,0.03731,3.807355,-0.11046559
"INTERFERENCE","BBr",0.03721,0.035143875,0.02496,0.03721,4.321928,0.04545463
"FC","END_GAMER",0.03707,0.032829776,0.014109999,0.03707,3.5849626,-0.06511699
"ROOKIE","HR",0.03695,0.036517136,0.0323,0.03695,4.70044,-0.020805346
"PB","SHR",0.03693,0.020900836,0.013369998,0.03693,3.5849626,-0.12660633
"TP","D_RARP",0.03686,0.036767524,0.02867,0.03686,3.321928,0.0096164
"TP","R1BI%",0.03686,0.03632594,0.02906,0.03686,3.321928,0.023109745
"BBr","END_GAMER",0.03681,0.031996086,0.00877,0.0313,4.9068904,-0.06938236
"END_GAME","INTERFERENCE",0.03678,0.017678494,0.01829,0.03678,4.321928,0.1382082
"UBB","G_P",0.03676,0.02581302,0.018129999,0.03676,3.5849626,-0.1046278
"G_P","OUTR",0.03676,0.025950316,0.021659998,0.03676,3.807355,0.103969626
"G_P","D_EqA",0.03663,0.022637319,0.023740001,0.03663,3.807355,-0.11829067
"POS","B2R",0.03636,0.03067256,0.008819999,0.03433,4.9068904,-0.07541511
"ROOKIE","NSOR",0.0361,0.03479767,0.02927,0.0361,4.4594316,-0.03608786
"TP","R2",0.03608,0.030279983,0.025879998,0.03608,3.321928,0.07615783
"BB","G_P",0.03604,0.025643624,0.019380001,0.03604,3.5849626,-0.10196262
"PB","G_PR",0.03593,0.022157446,0.01563,0.03593,4.5849624,-0.11735653
"B2R","ROEr",0.03585,0.026602317,0.013080001,0.03364,5.0,-0.096164875
"TP","OBI",0.03578,0.03134262,0.024120001,0.03578,3.321928,0.06661369
"HRr","ROEr",0.03568,0.015435427,0.0099100005,0.03311,4.5849624,-0.14228342
"HBP","SHR",0.03549,0.019747982,0.013049999,0.03467,4.9068904,-0.1254672
"SF","HBPR",0.03533,0.034909338,0.020450002,0.03533,4.4594316,-0.020510089
"SHR","CS",0.03519,0.035178836,0.01111,0.03152,5.0,0.0033414252
"ROOKIE","ROE",0.03505,0.034948997,0.027560001,0.03505,4.169925,-0.0100500705
"G_P","TBP",0.03499,0.02666643,0.027660001,0.03499,3.807355,-0.0912336
"3B","ROEr",0.0348,0.034449365,0.014359999,0.03317,4.9068904,0.018725311
"ROE","INTERFERENCE",0.0348,0.030248556,0.022750001,0.0348,4.4594316,0.06746439
"END_GAMER","PICKOFF",0.03469,0.031466704,0.008179998,0.03469,3.5849626,-0.05677409
"END_GAME","BK",0.03467,0.033105504,0.01653,0.03467,4.807355,0.03955371
"TP","R1",0.03462,0.024741216,0.017959999,0.03462,3.321928,0.099392064
"TP","R3",0.03462,0.027459744,0.022649998,0.03462,3.321928,0.08461828
"ROOKIE","G_2B",0.03454,0.030645188,0.02961,0.03454,3.5849626,0.062408447
"POS","PB",0.03454,0.032924887,0.013219999,0.02973,4.9068904,0.040188488
"TP","R1_BI",0.0345,0.03014762,0.0207,0.0345,2.5849626,0.06597256
"SH","PB",0.03445,0.033697303,0.0141699985,0.03445,4.5849624,-0.0274353
"G_P","NSOR",0.03436,0.018535579,0.016809998,0.03436,3.807355,0.12579516
"ABR","B3R",0.03432,0.034161747,0.02135,0.02617,4.9068904,-0.012579915
"PB","CS",0.03429,0.025318656,0.01583,0.03429,4.9068904,0.09471718
"ROOKIE","GIDP",0.03423,0.033426397,0.028730001,0.03423,4.70044,-0.02834795
"POP","G_P",0.03421,0.029306808,0.02128,0.03421,3.807355,-0.07002279
"RBI","TP",0.0342,0.02988378,0.023390003,0.0342,3.321928,0.06569797
"ROOKIE","HITR",0.03416,0.034139562,0.03173,0.03416,4.321928,-0.0045209024
"IBBR","CS",0.03402,0.024462208,0.010259999,0.03379,4.9068904,-0.097763956
"SH","RUNR",0.03389,0.032324344,0.0064499993,0.03174,4.9068904,0.039568376
"3B","IBBR",0.03369,0.027962513,0.019720003,0.03369,4.807355,-0.07568017
"G_P","LEADOFFR",0.03366,0.033653848,0.027629998,0.03366,3.807355,-0.0024796752
"G_P","AVG",0.03357,0.03268106,0.025789998,0.03357,3.807355,-0.029815096
"H","TP",0.03354,0.027335858,0.02178,0.03354,3.321928,0.078766376
"INTERFERENCE","PA_CF",0.03332,0.032289047,0.025289997,0.03332,3.5849626,-0.032108437
"ROEr","PICKOFF",0.03328,0.025259966,0.019129999,0.03328,4.169925,0.089554645
"END_GAME","ROEr",0.03326,0.025319524,0.009260001,0.03326,4.9068904,-0.089109346
"TP","TOB",0.03317,0.027899966,0.02227,0.03317,3.321928,0.072595
"SHR","PICKOFF",0.0331,0.03299562,0.0064499974,0.0331,4.169925,0.010216867
"BK","END_GAMER",0.03302,0.020270387,0.0076800007,0.03302,3.5849626,-0.11291419
"WP","ROEr",0.03295,0.025285847,0.0107,0.031,5.0,-0.08754514
"INTERFERENCE","G_LF",0.03279,0.028931359,0.017330002,0.03279,3.807355,0.062117968
"HRr","PICKOFF",0.03268,0.031933088,0.0067299996,0.0264,5.0,-0.02732972
"FC","PICKOFF",0.03267,0.026923217,0.010949999,0.03055,4.9068904,0.07580753
"SH","SFR",0.03258,0.027940908,0.014139999,0.03194,4.9068904,-0.068110876
"BBr","B2R",0.03242,0.031232318,0.012239998,0.03226,5.0,-0.034462746
"FC","HRr",0.03223,0.024014015,0.003420001,0.02892,5.0,0.09064208
"INTERFERENCE","SOr",0.0322,0.031290643,0.016910002,0.03186,4.9068904,0.030155541
"G_P","D_ISO",0.03219,0.017258592,0.011019999,0.03219,3.5849626,-0.12219413
"ROOKIE","G_C",0.03213,0.027982883,0.02642,0.03213,3.5849626,0.0643981
"TP","R",0.03209,0.029438514,0.02172,0.03209,3.321928,0.05149258
"TP","POP%",0.03196,0.02597381,0.02192,0.03196,3.321928,-0.077370465
"PB","PICKOFF",0.03195,0.024257906,0.013409998,0.03163,4.9068904,0.087704584
"INTERFERENCE","ABR",0.03153,0.030092442,0.020210002,0.03153,4.321928,-0.037915148
"ROOKIE","PA_3B",0.03136,0.02884042,0.024190001,0.03136,3.321928,-0.050195422
"PA_PH","G_P",0.03136,0.030535027,0.02556,0.03136,3.321928,0.028722348
"G_P","R3_BI",0.03136,0.024020234,0.021820001,0.03136,3.807355,-0.08567244
"G_P","SOr",0.03133,0.026995352,0.01968,0.03133,3.807355,-0.065838054
"ROOKIE","G_SS",0.0313,0.029577162,0.02665,0.0313,3.5849626,-0.0415071
"G_P","SLG",0.03128,0.02032119,0.02221,0.03128,3.807355,-0.10468434
"TP","R2BI%",0.03123,0.031194555,0.02525,0.03123,3.321928,-0.0059537156
"G_P","G_PH",0.0312,0.030385014,0.02546,0.0312,3.5849626,0.02854794
"SF","INTERFERENCE",0.03111,0.026709802,0.0186,0.03005,4.3923173,0.06633398
"G_P","B1R",0.03092,0.020372286,0.01803,0.03092,3.807355,0.10270207
"3B","INTERFERENCE",0.0308,0.025200404,0.01097,0.0308,4.70044,0.07483044
"INTERFERENCE","LEADOFFR",0.03041,0.02740641,0.014319999,0.03041,4.5849624,-0.05480501
"B2R","HBPR",0.0304,0.030046485,0.00973,0.02043,4.9068904,-0.018802004
"FC","B2R",0.03023,0.02416509,0.008229999,0.02865,5.0,0.07787754
"WP","INTERFERENCE",0.03002,0.028205791,0.0204,0.03002,4.169925,0.04259353
"TP","D_MLVr",0.02991,0.029713444,0.02433,0.02991,3.321928,0.014019822
"BB","TP",0.0299,0.028801369,0.02584,0.0299,3.321928,0.03314559
"TP","OBI%",0.0299,0.029897805,0.02397,0.0299,3.321928,0.0014812648
"SH","END_GAMER",0.02988,0.026505155,0.0131,0.02909,4.7548876,-0.058093417
"G_P","RBIR",0.02959,0.017413825,0.008809999,0.02959,3.321928,-0.11034571
"SH","HBPR",0.02956,0.029242627,0.01526,0.02612,4.9068904,-0.017814923
"UBBr","SFR",0.02952,0.028853415,0.018459998,0.02952,4.9068904,0.025818318
"PB","END_GAMER",0.02943,0.016697548,0.00368,0.02315,4.5849624,-0.112838164
"UBB","TP",0.02936,0.027927881,0.024220001,0.02936,3.321928,0.037843343
"Record_ID#","PA_P",0.02919,0.029018167,0.02561,0.02919,2.5849626,0.013108523
"PA","PA_P",0.02919,0.029177282,0.02603,0.02919,2.5849626,-0.0035662432
"SO","PA_P",0.02919,0.027231708,0.02302,0.02919,2.5849626,-0.04425259
"OUT","PA_P",0.02919,0.02913901,0.02578,0.02919,2.5849626,-0.0071406984
"PITCHES","PA_P",0.02919,0.028806249,0.02514,0.02919,2.5849626,-0.019589553
"BALLS","PA_P",0.02919,0.02820304,0.02431,0.02919,2.5849626,-0.031415924
"STRIKES","PA_P",0.02919,0.02906397,0.02561,0.02919,2.5849626,-0.011226329
"PA_P","PA_2B",0.02919,0.024300758,0.01905,0.02919,2.5849626,0.069923125
"PA_P","PA_LF",0.02919,0.028981397,0.02296,0.02919,2.5849626,-0.014443099
"PA_P","D_MLV",0.02919,0.02915514,0.02476,0.02919,2.5849626,0.0059042117
"PA_P","D_RPMLV",0.02919,0.029105602,0.02469,0.02919,2.5849626,0.009186881
"PA_P","D_VORP",0.02919,0.029161938,0.0248,0.02919,2.5849626,0.0052973973
"PA_P","D_EqR",0.02919,0.02915275,0.026080001,0.02919,2.5849626,-0.006103381
"PA_P","D_RAP",0.02919,0.029172737,0.02465,0.02919,2.5849626,0.004154932
"PA_P","D_RARP",0.02919,0.029187225,0.02521,0.02919,2.5849626,0.0016657481
"PA_P","R2BI%",0.02919,0.022961076,0.01815,0.02919,2.5849626,-0.07892353
"ROOKIE","RBIR",0.02891,0.026832694,0.02376,0.02891,4.169925,-0.045577466
"ROOKIE","OBP",0.02873,0.027300524,0.02179,0.02873,4.4594316,-0.03780841
"G_P","HITR",0.02871,0.02866397,0.02179,0.02871,3.807355,-0.006784521
"TP","D_RPMLVr",0.02857,0.028557092,0.02333,0.02857,3.321928,0.0035927065
"DP","TP",0.02853,0.016542189,0.016029999,0.02853,3.321928,0.10948887
"HBPR","PICKOFF",0.02847,0.020095687,0.007960001,0.02239,4.7548876,-0.09151127
"HR","G_P",0.02835,0.020230593,0.013369999,0.02835,3.321928,-0.09010775
"G_P","UBBr",0.02831,0.013545953,0.008640001,0.02831,3.0,-0.1215074
"IBB","INTERFERENCE",0.02828,0.028101211,0.01565,0.02828,4.321928,0.013371177
"WP","B3R",0.02811,0.028094416,0.01945,0.02499,4.9068904,-0.003947413
"2B","TP",0.02785,0.023335682,0.01546,0.02785,2.5849626,0.06718867
"TP","D_PMLVr",0.0278,0.027761463,0.02118,0.0278,3.0,-0.0062077194
"G_P","ABR",0.0276,0.01130252,0.01049,0.0276,3.5849626,0.12766159
"ROOKIE","G_DH",0.02757,0.025773946,0.019820001,0.02757,3.321928,-0.04237987
"B2R","B3R",0.02752,0.026825747,0.013209999,0.02212,4.7548876,0.026348671
"G_P","R2_BI",0.02741,0.016239751,0.00756,0.02741,3.5849626,-0.10568941
"IBBR","PICKOFF",0.0273,0.026403824,0.01164,0.02304,4.9068904,0.029936215
"BK","SHR",0.02729,0.0043775644,0.00743,0.02729,3.0,-0.15136854
"G","TP",0.02723,0.018737456,0.00922,0.02723,3.321928,0.092155
"ROE","IBBR",0.02723,0.026402762,0.014690001,0.02505,5.0,-0.028761754
"HBPR","END_GAMER",0.02717,0.0058081467,0.00437,0.02717,3.5849626,-0.14615695
"BK","PICKOFF",0.02713,0.02414181,0.00836,0.02713,4.0,0.054664325
"INTERFERENCE","G_1B",0.02713,0.01432375,0.0073000006,0.02713,3.0,0.11316471
"B3R","HBPR",0.02705,0.0236421,0.00354,0.02705,2.5849626,-0.058377214
"TP","GIDP",0.02679,0.010615185,0.013490001,0.02679,3.321928,0.12718025
"BK","B2R",0.02673,0.025152322,0.008359999,0.02258,4.7548876,0.039719973
"INTERFERENCE","RBIR",0.02646,0.02613959,0.01864,0.02646,4.321928,0.017899951
"INTERFERENCE","B1R",0.02642,0.026305517,0.012409999,0.02454,4.9068904,-0.0106996065
"SH","FC",0.02638,0.021953497,0.013350001,0.02638,4.4594316,0.06653197
"INTERFERENCE","PA_1B",0.02624,0.013747312,0.01015,0.02624,3.0,0.1117707
"TP","R2_BI",0.02608,0.023904836,0.016369998,0.02608,3.321928,0.04663864
"HBP","TP",0.02606,0.015739094,0.01347,0.02606,3.321928,0.101591855
"ROOKIE","CS",0.026,0.016943354,0.01586,0.026,4.321928,0.095166415
"ROOKIE","AVG",0.0258,0.025629474,0.0203,0.0258,4.169925,-0.013058599
"INTERFERENCE","G_3B",0.02562,0.02556266,0.00801,0.02562,2.5849626,0.0075723035
"HR","TP",0.02561,0.022627046,0.01574,0.02561,3.321928,0.054616425
"TP","END_GAME",0.02559,0.0035797935,0.00911,0.02559,3.321928,0.14835837
"INTERFERENCE","G_CF",0.02553,0.024396535,0.01776,0.02553,3.321928,-0.033666957
"INTERFERENCE","PA_3B",0.02549,0.025125049,0.00788,0.02549,2.5849626,0.019103698
"POS","SFR",0.0254,0.02226854,0.0134,0.02392,4.9068904,0.05595945
"ROOKIE","R1_BI",0.02538,0.024629647,0.02145,0.02538,4.321928,-0.027392592
"DP","G_P",0.02514,0.023114104,0.0197,0.02514,3.807355,-0.04500997
"TP","POP",0.02484,0.024684152,0.02145,0.02484,3.321928,-0.0124838585
"TP","G_1B",0.02478,0.0053766835,0.01112,0.02478,3.0,0.13929579
"TP","R3_BI",0.02472,0.019521793,0.013160001,0.02472,3.321928,0.07209859
"ROOKIE","POS",0.02467,0.024403492,0.02185,0.02467,3.807355,-0.016325036
"TP","PA_1B",0.02466,0.0060836915,0.015210001,0.02466,3.0,0.13629493
"ROEr","END_GAMER",0.02459,0.023878893,0.013700001,0.02459,3.0,0.026666606
"TP","G_3B",0.02457,0.001383964,0.0072399992,0.02457,3.0,0.15226962
"TP","PA_3B",0.02455,-0.002579227,0.00722,0.02455,3.0,0.16470952
"ROOKIE","RUNR",0.02453,0.023980564,0.02203,0.02453,4.321928,-0.02344006
"G_P","G_3B",0.02448,0.023845786,0.01998,0.02448,3.321928,-0.025183594
"INTERFERENCE","HRr",0.02435,0.024140181,0.01874,0.02435,3.5849626,-0.014485178
"IBBR","ROEr",0.02434,8.384697E-5,0.004589999,0.02102,4.169925,-0.15574387
"SFR","ROEr",0.02434,0.024272302,0.0037399996,0.02434,3.321928,-0.008227816
"PA_LF","G_P",0.02412,0.023076441,0.02073,0.02412,3.0,-0.032304153
"ROOKIE","B2R",0.02402,0.012958069,0.011849999,0.02402,3.807355,-0.10517571
"BK","HBPR",0.02395,0.017241096,0.009569999,0.02316,4.5849624,0.08190789
"HBP","INTERFERENCE",0.02381,0.023808938,0.01132,0.01849,4.7548876,-0.0010307281
"ROOKIE","B1R",0.02374,0.02124963,0.018769998,0.02374,4.4594316,0.0499036
"ROOKIE","PA_SS",0.02367,0.02154043,0.01838,0.02367,3.5849626,-0.04614726
"TP","INTERFERENCE",0.02334,-0.20905131,8.999929E-5,0.02334,2.5849626,0.48206982
"AB","PA_P",0.02325,0.02324705,0.020270001,0.02325,2.5849626,0.0017176814
"LEADOFF_PA","PA_P",0.02325,0.02289712,0.0193,0.02325,2.5849626,-0.018785123
"TOB","PA_P",0.02325,0.023249999,0.02011,0.02325,2.5849626,-4.8539943E-5
"FB","PA_P",0.02325,0.022552935,0.01871,0.02325,2.5849626,-0.026401987
"Batted Balls","PA_P",0.02325,0.023062794,0.01975,0.02325,2.5849626,0.013682343
"PA_P","PA_3B",0.02325,0.02320172,0.01605,0.02325,2.5849626,-0.006948371
"PA_P","PA_SS",0.02325,0.023088753,0.0145000005,0.02325,2.5849626,0.012698302
"PA_P","PA_RF",0.02325,0.022930581,0.01729,0.02325,2.5849626,-0.0178723
"PA_P","PA_PH",0.02325,0.0136345485,0.011480001,0.02325,2.5849626,0.09805841
"PA_P","G_2B",0.02325,0.010070843,0.011860001,0.02325,2.5849626,0.11480051
"PA_P","G_SS",0.02325,0.022794485,0.014400001,0.02325,2.5849626,0.021342805
"PA_P","G_LF",0.02325,0.02299776,0.01744,0.02325,2.5849626,-0.015882108
"PA_P","G_PH",0.02325,0.013705318,0.011480001,0.02325,2.5849626,0.09769689
"PA_P","SO/BB",0.02325,0.022746246,0.019000001,0.02325,2.5849626,-0.022444474
"PA_P","B1R",0.02325,0.0049424917,0.0022400003,0.02325,2.5849626,0.13530524
"PA_P","FB%",0.02325,0.016162287,0.01106,0.02325,2.5849626,-0.08418856
"PA_P","GB%",0.02325,0.015810266,0.011670001,0.02325,2.5849626,0.0862539
"PA_P","D_BPF",0.02325,0.0213218,0.01625,0.02325,2.5849626,-0.043911293
"PA_P","D_NETDP",0.02325,0.0214402,0.015980002,0.02325,2.5849626,0.042541735
"PA_P","D_OUTS_EQ",0.02325,0.023222292,0.020060001,0.02325,2.5849626,-0.005263987
"PA_P","PA_ROB",0.02325,0.023249222,0.02019,0.02325,2.5849626,8.8220136E-4
"PA_P","R2",0.02325,0.023024399,0.01933,0.02325,2.5849626,-0.015020022
"PA_P","ROB",0.02325,0.023212576,0.02019,0.02325,2.5849626,-0.006117583
"ROOKIE","ABR",0.02323,0.018701848,0.01731,0.02323,4.4594316,0.06729155
"PA_2B","G_P",0.02321,0.022882456,0.02042,0.02321,3.0,0.018098174
"G_P","R1_BI",0.02319,0.017079553,0.013729999,0.02319,3.321928,-0.078169346
"SH","BK",0.0228,0.018496646,0.013780001,0.0228,4.4594316,-0.065599956
"IBBR","SFR",0.02276,0.009603439,0.0035699997,0.02264,4.169925,0.11470205
"ROOKIE","WP",0.02265,0.022628194,0.01551,0.02265,4.0,0.004669785
"POS","INTERFERENCE",0.02263,0.022427494,0.01286,0.02255,4.9068904,0.014230464
"ROOKIE","BBr",0.02261,0.021873327,0.02039,0.02261,4.4594316,-0.027141713
"TP","SLG",0.0226,0.022342572,0.015640002,0.0226,3.0,0.016044611
"PA_C","G_P",0.02245,0.022325633,0.02047,0.02245,3.0,-0.011152007
"G_P","G_C",0.02245,0.022424964,0.02062,0.02245,3.0,0.0050036362
"INTERFERENCE","RUNR",0.0222,0.021814497,0.00924,0.01607,4.9068904,0.019634234
"PB","B3R",0.02216,0.021891246,0.008699999,0.02216,3.321928,-0.01639372
"HBPR","ROEr",0.02197,0.014688001,0.005070001,0.02197,3.321928,0.08533463
"TP","B1R",0.02191,0.021865705,0.015620001,0.02191,2.5849626,0.006655443
"BK","IBBR",0.0219,0.020187553,0.01118,0.0219,3.321928,0.041381713
"GIDP","G_P",0.02185,0.020282533,0.01677,0.02185,3.5849626,-0.03959123
"ROOKIE","UBBr",0.0215,0.020624457,0.018380001,0.0215,4.4594316,-0.029589579
"G_P","BBr",0.02146,0.008574717,0.0054599997,0.02146,3.5849626,-0.113513365
"ROOKIE","END_GAME",0.02139,0.020092601,0.01653,0.02139,4.0,-0.03601943
"INTERFERENCE","PA_C",0.02138,0.020027073,0.017,0.02138,3.0,-0.03678214
"INTERFERENCE","G_C",0.02138,0.020328304,0.01735,0.02138,3.0,-0.032429874
"INTERFERENCE","CS",0.02121,0.020649463,0.00914,0.01915,4.7548876,0.023675682
"TP","TBP",0.02109,0.020714281,0.01617,0.02109,3.321928,0.0193835
"SALARY","PA_P",0.02101,0.01993291,0.01715,0.02101,2.5849626,-0.032819036
"TB","PA_P",0.02101,0.020972708,0.01798,0.02101,2.5849626,-0.0061067133
"GB","PA_P",0.02101,0.018801125,0.0145,0.02101,2.5849626,0.04699867
"PA_P","PA_CF",0.02101,0.020686645,0.0143800005,0.02101,2.5849626,-0.017982062
"PA_P","G_P",0.02101,-0.3103392,0.0,0.02101,2.0,0.5756294
"PA_P","G_3B",0.02101,0.021002177,0.013940001,0.02101,2.5849626,-0.002797119
"PA_P","POP%",0.02101,0.016107442,0.01045,0.02101,2.5849626,-0.07001827
"PA_P","R",0.02101,0.020974731,0.01795,0.02101,2.5849626,-0.0059388117
"PA_P","D_PMLV",0.02101,0.020728407,0.01593,0.02101,2.5849626,0.016780749
"PA_P","R1",0.02101,0.021009965,0.01785,0.02101,2.5849626,-1.8910092E-4
"PA_P","OBI%",0.02101,0.017908577,0.0129,0.02101,2.5849626,-0.055690415
"TP","D_VORPr",0.02099,0.020974917,0.01584,0.02099,3.321928,0.0038836328
"SFR","PICKOFF",0.02085,0.018848589,0.0049400004,0.01732,4.3923173,-0.04473715
"SHR","END_GAMER",0.02077,0.019735636,0.0037599998,0.0177,4.9068904,0.032161534
"TP","BBr",0.02072,0.019887632,0.012409999,0.02072,3.321928,-0.028850777
"TP","D_ISO",0.0207,0.020424845,0.014350001,0.0207,3.321928,0.01658783
"TP","SOr",0.0207,0.019104231,0.012440001,0.0207,3.321928,0.039947066
"POS","ROEr",0.02065,0.013942233,0.004879999,0.01697,5.0,0.081900954
"BK","FC",0.0204,0.0076879356,0.0021100007,0.0204,3.321928,0.112747796
"END_GAME","G_P",0.02037,0.008367437,0.008249999,0.02037,3.321928,-0.109556206
"G_P","SB",0.02031,0.018524347,0.01311,0.02031,3.0,-0.04225699
"ROE","G_P",0.02007,0.02000362,0.01606,0.02007,3.321928,-0.008147321
"TP","UBBr",0.01994,0.01925783,0.013,0.01994,3.321928,-0.026118364
"PB","HBPR",0.01972,0.019696223,0.00445,0.01382,4.9068904,0.0048760464
"TP","NSOR",0.01961,0.018055344,0.012540001,0.01961,3.321928,-0.03942914
"B3R","HRr",0.01961,0.012294905,0.010500001,0.01961,4.0,-0.08552833
"G","PA_P",0.01956,0.01872424,0.01538,0.01956,2.5849626,0.028909512
"H","PA_P",0.01956,0.019175813,0.01564,0.01956,2.5849626,0.019600712
"1B","PA_P",0.01956,0.016927399,0.01287,0.01956,2.5849626,0.051308878
"SIT_DP","PA_P",0.01956,0.019451825,0.01603,0.01956,2.5849626,0.010400715
"PA_P","DP%",0.01956,0.017902507,0.01322,0.01956,2.5849626,0.040712334
"PA_P","D_RAR",0.01956,0.019525195,0.01601,0.01956,2.5849626,-0.0058995807
"PA_P","R3",0.01956,0.01953128,0.01626,0.01956,2.5849626,-0.0053591663
"PA_P","R1BI%",0.01956,0.01912306,0.01554,0.01956,2.5849626,-0.020903077
"PB","IBBR",0.01937,0.017943451,0.0051700007,0.01389,3.9068906,0.037769686
"INTERFERENCE","UBBr",0.01928,0.017950425,0.009030001,0.01724,4.9068904,0.03646334
"FC","HBPR",0.01908,0.017387113,0.00493,0.0165,4.5849624,-0.041144703
"PB","SFR",0.01895,0.017289346,0.0021499991,0.01854,4.169925,-0.040751137
"INTERFERENCE","B3R",0.01884,0.018207299,0.0044799997,0.01884,3.0,0.025153551
"ROOKIE","3B",0.0187,0.018635172,0.01643,0.0187,3.807355,0.008051512
"LD","PA_P",0.01847,0.018037565,0.014320001,0.01847,2.5849626,0.020795098
"PA_P","PA%",0.01847,0.018438177,0.015280001,0.01847,2.5849626,-0.005641269
"PA_P","R3BI%",0.01847,0.018465264,0.01556,0.01847,2.5849626,-0.0021763742
"G_P","G_LF",0.01841,0.01711347,0.014659999,0.01841,3.0,-0.03600735
